action_const,resource_const,action_class,superclass,classification,auth_effective,auth,route,http_method,blocking,file,line_start,line_end,applies_to_resource_file,desc,allow_conditions,restrict_lines,input_whitelist,input_blacklist,output_whitelist,output_blacklist,runtime_checks,authorize_blocks,authorize_effective,parent_resource_const
VpsAdmin::API::Resources::UserClusterResourcePackage::Item::Index,VpsAdmin::API::Resources::UserClusterResourcePackage::Item,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb,178,208,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb"", ""kind"": ""inclass"", ""line_end"": 189, ""line_start"": 185, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb"", ""kind"": ""inclass"", ""line_end"": 189, ""line_start"": 185, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}",
VpsAdmin::API::Resources::UserClusterResourcePackage::Item::Show,VpsAdmin::API::Resources::UserClusterResourcePackage::Item,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb,210,237,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb"", ""kind"": ""inclass"", ""line_end"": 221, ""line_start"": 217, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_cluster_resource_package.rb"", ""kind"": ""inclass"", ""line_end"": 221, ""line_start"": 217, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}",
VpsAdmin::API::Resources::UserNamespace::Index,VpsAdmin::API::Resources::UserNamespace,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace.rb,17,53,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]","[""size""]",[],"[""id"", ""size""]",[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace.rb"", ""kind"": ""inclass"", ""line_end"": 34, ""line_start"": 28, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      input whitelist: %i[size]\n      output whitelist: %i[id size]\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace.rb"", ""kind"": ""inclass"", ""line_end"": 34, ""line_start"": 28, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      input whitelist: %i[size]\n      output whitelist: %i[id size]\n      allow\n    end""}",
VpsAdmin::API::Resources::UserNamespace::Show,VpsAdmin::API::Resources::UserNamespace,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace.rb,55,74,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],"[""id"", ""size""]",[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace.rb"", ""kind"": ""inclass"", ""line_end"": 65, ""line_start"": 60, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      output whitelist: %i[id size]\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace.rb"", ""kind"": ""inclass"", ""line_end"": 65, ""line_start"": 60, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      output whitelist: %i[id size]\n      allow\n    end""}",
VpsAdmin::API::Resources::UserNamespaceMap::Create,VpsAdmin::API::Resources::UserNamespaceMap,Create,HaveAPI::Actions::Default::Create,authenticated,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace_map.rb,81,103,,,"[""(allow)""]",[],[],[],[],[],"[{""code"": ""error!('access denied') if !current_user.role == :admin && input[:user_namespace].user_id != current_user.id"", ""line"": 99}]","[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 96, ""line_start"": 94, ""snippet"": ""    authorize do |_u|\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 96, ""line_start"": 94, ""snippet"": ""    authorize do |_u|\n      allow\n    end""}",
VpsAdmin::API::Resources::UserNamespaceMap::Delete,VpsAdmin::API::Resources::UserNamespaceMap,Delete,HaveAPI::Actions::Default::Delete,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace_map.rb,134,156,,,"[""u.role == :admin"", ""(allow)""]","[""user_namespaces: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 141, ""line_start"": 137, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_namespaces: { user_id: u.id }\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 141, ""line_start"": 137, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_namespaces: { user_id: u.id }\n      allow\n    end""}",
VpsAdmin::API::Resources::UserNamespaceMap::Index,VpsAdmin::API::Resources::UserNamespaceMap,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace_map.rb,20,57,,,"[""u.role == :admin"", ""(allow)""]","[""user_namespaces: { user_id: u.id }""]","[""limit"", ""from_id"", ""user_namespace""]",[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 36, ""line_start"": 31, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_namespaces: { user_id: u.id }\n      input whitelist: %i[limit from_id user_namespace]\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 36, ""line_start"": 31, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_namespaces: { user_id: u.id }\n      input whitelist: %i[limit from_id user_namespace]\n      allow\n    end""}",
VpsAdmin::API::Resources::UserNamespaceMap::Show,VpsAdmin::API::Resources::UserNamespaceMap,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace_map.rb,59,79,,,"[""u.role == :admin"", ""(allow)""]","[""user_namespaces: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 68, ""line_start"": 64, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_namespaces: { user_id: u.id }\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 68, ""line_start"": 64, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_namespaces: { user_id: u.id }\n      allow\n    end""}",
VpsAdmin::API::Resources::UserNamespaceMap::Update,VpsAdmin::API::Resources::UserNamespaceMap,Update,HaveAPI::Actions::Default::Update,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace_map.rb,105,132,,,"[""u.role == :admin"", ""(allow)""]","[""user_namespaces: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 122, ""line_start"": 118, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_namespaces: { user_id: u.id }\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 122, ""line_start"": 118, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_namespaces: { user_id: u.id }\n      allow\n    end""}",
VpsAdmin::API::Resources::UserNamespaceMap::Entry::Create,VpsAdmin::API::Resources::UserNamespaceMap::Entry,Create,HaveAPI::Actions::Default::Create,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace_map.rb,229,274,,,"[""u.role == :admin"", ""(allow)""]","[""user_namespaces: { user_id: u.id }""]",[],[],[],[],"[{""code"": ""error!('access denied')"", ""line"": 255}]","[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 247, ""line_start"": 243, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_namespaces: { user_id: u.id }\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 247, ""line_start"": 243, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_namespaces: { user_id: u.id }\n        allow\n      end""}",
VpsAdmin::API::Resources::UserNamespaceMap::Entry::Delete,VpsAdmin::API::Resources::UserNamespaceMap::Entry,Delete,HaveAPI::Actions::Default::Delete,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace_map.rb,312,336,,,"[""u.role == :admin"", ""(allow)""]","[""user_namespaces: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 319, ""line_start"": 315, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_namespaces: { user_id: u.id }\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 319, ""line_start"": 315, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_namespaces: { user_id: u.id }\n        allow\n      end""}",
VpsAdmin::API::Resources::UserNamespaceMap::Entry::Index,VpsAdmin::API::Resources::UserNamespaceMap::Entry,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace_map.rb,175,203,,,"[""u.role == :admin"", ""(allow)""]","[""user_namespaces: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 186, ""line_start"": 182, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_namespaces: { user_id: u.id }\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 186, ""line_start"": 182, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_namespaces: { user_id: u.id }\n        allow\n      end""}",
VpsAdmin::API::Resources::UserNamespaceMap::Entry::Show,VpsAdmin::API::Resources::UserNamespaceMap::Entry,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace_map.rb,205,227,,,"[""u.role == :admin"", ""(allow)""]","[""user_namespaces: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 214, ""line_start"": 210, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_namespaces: { user_id: u.id }\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 214, ""line_start"": 210, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_namespaces: { user_id: u.id }\n        allow\n      end""}",
VpsAdmin::API::Resources::UserNamespaceMap::Entry::Update,VpsAdmin::API::Resources::UserNamespaceMap::Entry,Update,HaveAPI::Actions::Default::Update,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_namespace_map.rb,276,310,,,"[""u.role == :admin"", ""(allow)""]","[""user_namespaces: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 291, ""line_start"": 287, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_namespaces: { user_id: u.id }\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_namespace_map.rb"", ""kind"": ""inclass"", ""line_end"": 291, ""line_start"": 287, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_namespaces: { user_id: u.id }\n        allow\n      end""}",
VpsAdmin::API::Resources::UserOutage::Index,VpsAdmin::API::Resources::UserOutage,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,plugins/outage_reports/api/resources/user_outage.rb,14,45,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""plugins/outage_reports/api/resources/user_outage.rb"", ""kind"": ""inclass"", ""line_end"": 29, ""line_start"": 25, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}]","{""file"": ""plugins/outage_reports/api/resources/user_outage.rb"", ""kind"": ""inclass"", ""line_end"": 29, ""line_start"": 25, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}",
VpsAdmin::API::Resources::UserOutage::Show,VpsAdmin::API::Resources::UserOutage,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,plugins/outage_reports/api/resources/user_outage.rb,47,67,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""plugins/outage_reports/api/resources/user_outage.rb"", ""kind"": ""inclass"", ""line_end"": 58, ""line_start"": 54, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}]","{""file"": ""plugins/outage_reports/api/resources/user_outage.rb"", ""kind"": ""inclass"", ""line_end"": 58, ""line_start"": 54, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}",
VpsAdmin::API::Resources::UserPayment::Create,VpsAdmin::API::Resources::UserPayment,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,True,plugins/payments/api/resources/user_payment.rb,85,119,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""plugins/payments/api/resources/user_payment.rb"", ""kind"": ""inclass"", ""line_end"": 101, ""line_start"": 99, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""plugins/payments/api/resources/user_payment.rb"", ""kind"": ""inclass"", ""line_end"": 101, ""line_start"": 99, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::UserPayment::Index,VpsAdmin::API::Resources::UserPayment,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,plugins/payments/api/resources/user_payment.rb,21,59,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],"[""user"", ""accounted_by""]",[],[],[],"[{""file"": ""plugins/payments/api/resources/user_payment.rb"", ""kind"": ""inclass"", ""line_end"": 38, ""line_start"": 33, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        input blacklist: %i[user accounted_by]\n        allow\n      end""}]","{""file"": ""plugins/payments/api/resources/user_payment.rb"", ""kind"": ""inclass"", ""line_end"": 38, ""line_start"": 33, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        input blacklist: %i[user accounted_by]\n        allow\n      end""}",
VpsAdmin::API::Resources::UserPayment::Show,VpsAdmin::API::Resources::UserPayment,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,plugins/payments/api/resources/user_payment.rb,61,83,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""plugins/payments/api/resources/user_payment.rb"", ""kind"": ""inclass"", ""line_end"": 72, ""line_start"": 68, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}]","{""file"": ""plugins/payments/api/resources/user_payment.rb"", ""kind"": ""inclass"", ""line_end"": 72, ""line_start"": 68, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}",
VpsAdmin::API::Resources::UserRequest::Change::Create,VpsAdmin::API::Resources::UserRequest::Change,Create,HaveAPI::Actions::Default::Create,authenticated,True,True,,,False,plugins/requests/api/resources/base.rb,85,104,,,[],[],[],[],[],[],[],"[{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |_u|\n          allow\n        end""}]","{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |_u|\n          allow\n        end""}",
VpsAdmin::API::Resources::UserRequest::Change::Index,VpsAdmin::API::Resources::UserRequest::Change,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,plugins/requests/api/resources/base.rb,25,61,,,"[""u.role == :admin"", ""restrict user_id: u.id""]",[],[],[],[],[],[],"[{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          deny unless u\n          allow if u.role == :admin\n          restrict user_id: u.id\n          input whitelist: %i[state]\n          allow\n        end""}]","{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          deny unless u\n          allow if u.role == :admin\n          restrict user_id: u.id\n          input whitelist: %i[state]\n          allow\n        end""}",
VpsAdmin::API::Resources::UserRequest::Change::Resolve,VpsAdmin::API::Resources::UserRequest::Change,Resolve,HaveAPI::Action,admin_only,True,True,{%{resource}_id}/resolve,post,False,plugins/requests/api/resources/base.rb,105,145,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::UserRequest::Change::Show,VpsAdmin::API::Resources::UserRequest::Change,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,plugins/requests/api/resources/base.rb,62,84,,,"[""u.role == :admin"", ""restrict user_id: u.id""]",[],[],[],[],[],[],"[{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          deny unless u\n          allow if u.role == :admin\n          restrict user_id: u.id\n          allow\n        end""}]","{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          deny unless u\n          allow if u.role == :admin\n          restrict user_id: u.id\n          allow\n        end""}",
VpsAdmin::API::Resources::UserRequest::Registration::Create,VpsAdmin::API::Resources::UserRequest::Registration,Create,HaveAPI::Actions::Default::Create,public,False,False,,,False,plugins/requests/api/resources/base.rb,85,104,,,[],[],[],[],[],[],[],"[{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |_u|\n          allow\n        end""}]","{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |_u|\n          allow\n        end""}",
VpsAdmin::API::Resources::UserRequest::Registration::Index,VpsAdmin::API::Resources::UserRequest::Registration,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,plugins/requests/api/resources/base.rb,25,61,,,"[""u.role == :admin"", ""restrict user_id: u.id""]",[],[],[],[],[],[],"[{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          deny unless u\n          allow if u.role == :admin\n          restrict user_id: u.id\n          input whitelist: %i[state]\n          allow\n        end""}]","{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          deny unless u\n          allow if u.role == :admin\n          restrict user_id: u.id\n          input whitelist: %i[state]\n          allow\n        end""}",
VpsAdmin::API::Resources::UserRequest::Registration::Preview,VpsAdmin::API::Resources::UserRequest::Registration,Preview,HaveAPI::Action,public,False,False,{%{resource}_id}/{token},get,False,plugins/requests/api/resources/registration.rb,76,97,,,"[""(allow)""]",[],[],[],[],[],[],"[{""file"": ""plugins/requests/api/resources/registration.rb"", ""kind"": ""inclass"", ""line_end"": 88, ""line_start"": 86, ""snippet"": ""        authorize do |_u|\n          allow\n        end""}]","{""file"": ""plugins/requests/api/resources/registration.rb"", ""kind"": ""inclass"", ""line_end"": 88, ""line_start"": 86, ""snippet"": ""        authorize do |_u|\n          allow\n        end""}",
VpsAdmin::API::Resources::UserRequest::Registration::Resolve,VpsAdmin::API::Resources::UserRequest::Registration,Resolve,HaveAPI::Action,admin_only,True,True,{%{resource}_id}/resolve,post,False,plugins/requests/api/resources/base.rb,105,145,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::UserRequest::Registration::Show,VpsAdmin::API::Resources::UserRequest::Registration,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,plugins/requests/api/resources/base.rb,62,84,,,"[""u.role == :admin"", ""restrict user_id: u.id""]",[],[],[],[],[],[],"[{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          deny unless u\n          allow if u.role == :admin\n          restrict user_id: u.id\n          allow\n        end""}]","{""file"": ""plugins/requests/api/resources/base.rb"", ""kind"": ""define_action"", ""line_end"": null, ""line_start"": null, ""snippet"": ""authorize do |u|\n          deny unless u\n          allow if u.role == :admin\n          restrict user_id: u.id\n          allow\n        end""}",
VpsAdmin::API::Resources::UserRequest::Registration::Update,VpsAdmin::API::Resources::UserRequest::Registration,Update,HaveAPI::Actions::Default::Update,public,False,False,{%{resource}_id}/{token},,False,plugins/requests/api/resources/registration.rb,99,127,,,"[""(allow)""]",[],[],[],[],[],[],"[{""file"": ""plugins/requests/api/resources/registration.rb"", ""kind"": ""inclass"", ""line_end"": 114, ""line_start"": 112, ""snippet"": ""        authorize do |_u|\n          allow\n        end""}]","{""file"": ""plugins/requests/api/resources/registration.rb"", ""kind"": ""inclass"", ""line_end"": 114, ""line_start"": 112, ""snippet"": ""        authorize do |_u|\n          allow\n        end""}",
VpsAdmin::API::Resources::UserSession::Close,VpsAdmin::API::Resources::UserSession,Close,HaveAPI::Action,owner_or_admin,True,True,{%{resource}_id},post,False,api/lib/vpsadmin/api/resources/user_session.rb,178,196,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_session.rb"", ""kind"": ""inclass"", ""line_end"": 187, ""line_start"": 183, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_session.rb"", ""kind"": ""inclass"", ""line_end"": 187, ""line_start"": 183, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}",
VpsAdmin::API::Resources::UserSession::Create,VpsAdmin::API::Resources::UserSession,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/user_session.rb,118,150,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_session.rb"", ""kind"": ""inclass"", ""line_end"": 135, ""line_start"": 133, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_session.rb"", ""kind"": ""inclass"", ""line_end"": 135, ""line_start"": 133, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::UserSession::Index,VpsAdmin::API::Resources::UserSession,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_session.rb,28,92,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],"[""admin""]",[],"[""admin""]",[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_session.rb"", ""kind"": ""inclass"", ""line_end"": 49, ""line_start"": 43, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        input blacklist: %i[admin]\n        output blacklist: %i[admin]\n        restrict user_id: u.id\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_session.rb"", ""kind"": ""inclass"", ""line_end"": 49, ""line_start"": 43, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        input blacklist: %i[admin]\n        output blacklist: %i[admin]\n        restrict user_id: u.id\n        allow\n      end""}",
VpsAdmin::API::Resources::UserSession::Show,VpsAdmin::API::Resources::UserSession,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_session.rb,94,116,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],"[""admin""]",[],"[""admin""]",[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_session.rb"", ""kind"": ""inclass"", ""line_end"": 107, ""line_start"": 101, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        input blacklist: %i[admin]\n        output blacklist: %i[admin]\n        restrict user_id: u.id\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_session.rb"", ""kind"": ""inclass"", ""line_end"": 107, ""line_start"": 101, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        input blacklist: %i[admin]\n        output blacklist: %i[admin]\n        restrict user_id: u.id\n        allow\n      end""}",
VpsAdmin::API::Resources::UserSession::Update,VpsAdmin::API::Resources::UserSession,Update,HaveAPI::Actions::Default::Update,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/user_session.rb,152,176,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/user_session.rb"", ""kind"": ""inclass"", ""line_end"": 168, ""line_start"": 164, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/user_session.rb"", ""kind"": ""inclass"", ""line_end"": 168, ""line_start"": 164, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user_id: u.id\n        allow\n      end""}",
